EXP_ID	FILES_KEY	CLASS	NUCL.dna.AREA	NUCL.dna.FERET	NUCL.dna.X	NUCL.dna.Y	VORO.protein3.AREA	VORO.protein3.FERET	VORO.protein3.ROUND	VORO.protein3.AR	VORO.protein3.CENTRE_X	VORO.protein3.CENTRE_Y	CYTO.protein3.AREA
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1307	48.1041	880.9705	916.9897	9202	135.2072	0.7514	1.3308	876.5279	919.8688	6377
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1360	56.8507	986.1382	958.0228	7934	126.5899	0.8796	1.1369	980.0417	957.0413	6451
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1467	49.4065	962.3378	875.3712	6229	131.0267	0.66	1.5152	963.5899	882.3892	4742
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2060	66.3099	1065.5291	978.7262	7984	132.5179	0.6825	1.4653	1063.1175	958.4107	5929
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1528	57.8014	1175.4876	734.5301	5078	102.5524	0.8214	1.2174	1171.344	739.3543	3558
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1186	46.8402	1248.7968	726.2555	4360	95.268	0.7313	1.3675	1251.3312	725.8839	3180
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1753	65.2993	1333.1184	690.7436	6356	105.4372	0.8113	1.2326	1324.9884	697.5952	4608
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1301	47.4342	1350.6122	810.4869	4423	137.7861	0.3201	3.1243	1350.2719	813.9895	3138
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2301	59.6657	1159.9007	1038.5156	7067	108.7842	0.9611	1.0405	1165.4796	1046.1621	4771
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1299	43.4166	1090.577	1036.0527	4478	102.9563	0.683	1.4641	1092.5853	1043.1492	3186
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1706	53.4603	363.3605	139.6419	8834	134.3317	0.7666	1.3044	369.4776	153.3978	5331
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1834	58.0517	461.7879	253.7928	6618	118.7013	0.6553	1.5261	454.8095	243.12	4681
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1124	46.0977	562.7482	251.2429	4442	100.6876	0.6345	1.5761	563.7022	246.3953	3189
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1149	41.7852	630.9491	276.7454	6363	110.3902	0.7876	1.2697	637.6589	285.6949	4019
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1627	51.6624	682.275	377.6291	8304	147.489	0.528	1.894	672.7754	384.6555	5437
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1334	49.4975	721.515	369.7474	4804	151.0298	0.2962	3.3763	721.0339	370.4315	3053
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1081	39.9625	780.1031	404.5379	5942	106.8316	0.8179	1.2226	771.0118	426.3857	4027
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1869	51.225	752.5696	539.9981	6396	116.056	0.6824	1.4654	754.111	520.4934	4308
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1193	44.3847	691.9459	526.8596	8374	132.4575	0.6657	1.5022	684.5344	514.8415	6873
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1045	41.1947	862.2732	488.9976	4781	96.3379	0.9523	1.0501	866.7974	472.9208	3359
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1246	46.1736	907.0554	529.634	5381	99.0051	0.9424	1.0611	901.804	545.2131	3870
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1570	56.0357	981.1242	636.0656	7765	121.6429	0.8227	1.2155	991.8059	629.2265	6007
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	2205	60.4152	940.12	689.5227	5148	109.4806	0.6871	1.4555	941.7277	686.8574	2883
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	805	37.6962	916.4466	969.6826	2922	71.8679	0.8389	1.192	914.0767	967.5195	2126
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1037	40.5216	968.1114	1094.9754	4556	93.1933	0.801	1.2485	972.7511	1098.9721	3523
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1888	55.0727	895.5159	1388.0307	4071	99.3227	0.7245	1.3803	895.0038	1388.812	2192
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1166	41.0488	1196.8525	1401.1852	3436	78.3135	0.8227	1.2156	1197.1208	1405.3292	2277
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	792	35.2278	1254.5808	1018.9886	3294	82.8734	0.7481	1.3367	1255.5795	1023.4803	2502
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1316	51.8941	1001.3321	1371.5973	4531	97.6166	0.8003	1.2495	1005.3702	1371.7999	3212
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1167	42.0119	1027.5223	1567.4906	3398	79.6241	0.7925	1.2618	1025.518	1569.8275	2235
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	941	39.4462	588.1206	1450.0802	2411	80.2309	0.5758	1.7366	583.8161	1456.6406	1480
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	860	36.1386	616.0337	1291.2326	2614	78.5684	0.5893	1.6969	610.6343	1290.9985	1758
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1391	49.98	669.3677	1152.2836	3782	81.4371	0.902	1.1087	679.3726	1157.5735	2402
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1409	47.0106	457.6136	968.5972	7412	126.8227	0.7089	1.4107	452.4335	982.2488	5974
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1305	50.2494	405.2149	1385.4479	4767	97.1236	0.6669	1.4995	409.3966	1388.4304	3466
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1139	43.0116	1313.7888	1649.0926	2840	77.9872	0.6185	1.6169	1314.9271	1651.0261	1711
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	974	42.0595	1396.8583	216.653	3123	79.0759	0.781	1.2804	1394.9528	219.8714	2158
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1982	62.8013	947.1736	1773.6049	3244	87.7097	0.6945	1.4399	944.9414	1772.18	1272
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1172	44.0454	809.1766	1747.1092	3736	83.9524	0.7804	1.2813	817.7283	1748.7401	2569
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1259	43.4626	688.6565	1725.4349	4133	90.3549	0.8177	1.2229	684.2176	1723.2878	2882
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1348	50.1199	453.0148	1746.6113	3325	84.7231	0.7862	1.2719	445.1797	1748.4371	1985
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	2201	60.4152	1251.1315	1899.4637	5352	96.2081	0.8405	1.1898	1260.2184	1901.3589	3159
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1159	47.7598	1049.5233	1198.7968	3460	79.0759	0.8522	1.1734	1048.1497	1203.4899	2308
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1443	49.7393	615.0322	819.2782	5285	93.0376	0.8836	1.1317	610.5023	809.9903	3846
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1118	48.2597	560.1261	866.4848	3260	92.6553	0.6551	1.5266	557.5936	863.1739	2150
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1516	52.4976	631.9545	943.7328	4528	100.6876	0.8103	1.2341	632.2067	947.8989	3020
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1064	41	486.0423	1063.9878	6463	110.982	0.783	1.2771	477.522	1052.9815	5404
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1186	42.4264	572.0093	1007.3002	4474	100.6578	0.6542	1.5287	568.0038	1008.8979	3297
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1276	47.1699	537.0556	964.0854	4898	102.6255	0.6659	1.5017	535.0347	965.9598	3630
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1302	46.1411	510.9923	906.937	4841	99.3227	0.8004	1.2493	508.141	902.841	3541
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1031	41.8808	499.824	780.0044	2776	72.1734	0.8013	1.248	498.1697	777.0335	1750
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1046	43.2666	553.6558	748.1769	4585	96.3172	0.6946	1.4397	555.2926	750.0549	3494
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1176	47.1699	577.4609	667.125	3515	80.2122	0.8965	1.1155	570.5407	671.1481	2338
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1359	45.5412	599.1689	620.6067	4501	96.8762	0.7691	1.3002	599.005	611.0554	3146
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1803	55.3624	660.5422	617.6719	6932	131.103	0.6873	1.455	662.9083	610.216	5114
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1133	44.0114	749.7718	592.7154	3935	88.5099	0.7608	1.3144	739.7709	598.7234	2691
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1604	57.9396	795.6247	593.1272	5703	98.0051	0.8758	1.1418	812.2929	591.6655	4034
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1258	44.3847	829.07	512.3561	5901	132.0038	0.4715	2.1209	822.8923	514.6761	4103
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	860	40.025	615.9756	1046.45	3070	73.8241	0.8245	1.2129	613.459	1052.9658	2216
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	989	39.4081	552.8933	1077.0763	4128	90.6973	0.8132	1.2297	555.9472	1074.9109	3144
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1324	49.6588	628.744	1121.9426	4267	85.44	0.9257	1.0803	622.0505	1117.4163	2953
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1161	48.5077	644.5792	1192.382	2887	80.5295	0.6372	1.5693	641.2122	1191.5637	1738
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	933	40.6079	679.8859	1242.41	2577	77.8781	0.5936	1.6846	681.1853	1234.9874	1653
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1159	53.8516	634.6122	1244.7209	2436	68.1542	0.8659	1.1549	632.9142	1245.9347	1284
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1286	51.4782	764.486	1304.8375	3980	93.6216	0.6425	1.5564	764.6106	1305.1588	2700
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1113	46.8402	708.5431	1269.5836	2982	85.2115	0.634	1.5772	712.8182	1273.1412	1874
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1316	56.5155	848.2112	1290.193	5062	101.5135	0.6312	1.5842	850.1636	1292.3463	3754
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	937	40.4969	846.0293	1352.3773	3410	82.9759	0.8028	1.2457	848.9519	1351.6824	2481
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1398	48.4149	793.9614	1360.4041	3819	89.202	0.7995	1.2508	794.9148	1361.7409	2430
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1022	43.1393	814.5695	1431.0245	2535	80.6536	0.494	2.0242	817.7063	1426.1501	1521
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1257	47.4342	854.897	1442.8827	2590	76.9415	0.6744	1.4827	854.0718	1439.2405	1342
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ctrl_6	INTERIOR	1018	41	899.887	1437.8792	2743	75.1665	0.8078	1.2379	903.9262	1442.3097	1737
