EXP_ID	FILES_KEY	CLASS	NUCL.dna.AREA	NUCL.dna.FERET	NUCL.dna.X	NUCL.dna.Y	VORO.protein3.AREA	VORO.protein3.FERET	VORO.protein3.ROUND	VORO.protein3.AR	VORO.protein3.CENTRE_X	VORO.protein3.CENTRE_Y	CYTO.protein3.AREA
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1723	60.0333	1982.5708	1165.5569	11555	180.8674	0.5987	1.6703	2007.9361	1193.3111	5600
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1837	60.4401	1958.359	1572.0444	11123	182.1565	0.5615	1.7809	1970.4751	1531.2648	4699
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2101	54.6443	916.7518	176.6771	11286	135.1185	0.8925	1.1205	917.2509	174.9044	9061
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2531	70.7743	974.4731	273.7699	12843	154.4668	0.7818	1.2791	976.4509	279.795	10158
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1742	56.648	795.3886	337.1613	8201	142.4675	0.5292	1.8896	796.0649	330.9636	6339
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1353	57.2451	876.1164	418.2613	5005	133.5552	0.5228	1.9129	881.1907	414.5735	3659
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2756	72.1249	1078.8665	355.7431	17431	182.4829	0.6668	1.4997	1062.0753	369.4352	373
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2443	71.8401	1130.4902	507.7534	12349	167.0269	0.6367	1.5707	1120.3129	504.4782	9883
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1724	49.4773	1037.3997	541.6514	11879	169.8117	0.6505	1.5372	1037.6615	528.4911	10095
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1628	54.1295	1038.4674	637.5147	12107	154.7773	0.6432	1.5548	1040.8773	637.1505	10465
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1774	55.7315	1156.3918	704.1956	9281	133.9589	0.8795	1.137	1162.4126	686.7509	7249
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1338	53.2353	949.7302	746.923	8629	144.0139	0.6162	1.623	952.8632	744.6981	7267
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1843	58.2495	1330.9384	718.4409	15310	159.2482	0.9232	1.0832	1324.3109	698.8645	10602
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1426	52.0096	1170.8738	1010.8093	11161	182.7184	0.3854	2.5947	1168.9172	1044.2079	4629
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1436	55.6058	1261.1448	1585.64	10214	201.0895	0.4356	2.2957	1287.4752	1579.2079	8788
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1810	58.5491	1104.1381	1670.3812	7230	121.6306	0.9171	1.0904	1122.166	1672.4891	5429
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1280	47.1699	1086.1891	1472.0703	4304	96.7988	0.8281	1.2076	1090.4677	1479.2614	3028
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1431	52.6308	1076.3267	1348.6195	6331	125.1599	0.7024	1.4237	1068.1317	1344.4259	4905
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2674	67.2681	1297.8489	380.7693	16369	167.4425	0.8922	1.1208	1305.2533	384.842	13690
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1762	56.5685	1317.8331	226.7815	11474	145.2309	0.7821	1.2786	1307.9217	225.8225	9575
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1724	59.0339	1460.7413	226.9188	7813	115.1217	0.9558	1.0463	1467.6741	234.0964	6049
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2051	59.7746	1111.9569	846.5429	6576	110.5351	0.8529	1.1725	1102.1633	841.6726	4528
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1867	61.8547	944.1443	1161.7919	13824	173.0462	0.7087	1.4109	945.2836	1136.0854	11727
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1786	61.4003	1217.2581	1395.0935	7111	133.5215	0.5609	1.783	1213.6913	1380.7531	5332
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1879	65	1025.9407	1481.2291	9711	146.0548	0.6921	1.4449	1004.4154	1501.0067	7243
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2132	64.0312	1081.856	1753.9221	13531	226.9207	0.4451	2.2467	1063.7447	1759.4512	11199
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2185	62.0081	1038.316	1872.4195	14316	194	0.7139	1.4008	1023.6931	1863.7045	11628
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1958	57.7062	1284.9198	883.3381	8870	126.8227	0.7826	1.2778	1281.4071	871.1453	6906
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1893	55.4437	1215.8143	764.9939	11485	164.1036	0.7121	1.4043	1228.4576	762.1542	9269
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2207	68.884	1341.0039	522.1076	18143	200.2623	0.7071	1.4142	1331.0776	521.1884	9794
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2366	62.514	1152.1272	248.4582	9281	140.5276	0.7557	1.3232	1146.9997	249.8935	6858
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2077	53.7587	1107.345	144.149	6281	104.2161	0.9587	1.0431	1112.8445	151.1292	4174
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2134	60.7454	971.9625	860.9147	7875	124.6315	0.8134	1.2295	967.8925	850.2648	5736
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1929	58.1808	1057.6301	1031.8857	16647	192.6266	0.6851	1.4596	1051.091	1052.461	12898
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1717	58.6003	1108.56	921.4977	6470	115.8836	0.7753	1.2898	1111.0994	926.9742	4370
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1579	58.5235	1168.6488	864.5456	5880	113.6002	0.6535	1.5303	1177.0046	855.0194	4306
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1714	50.448	1078.1529	722.8798	7118	123.2234	0.9714	1.0295	1073.2596	715.4593	5410
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1608	50.6952	1131.8022	769.5964	5491	100.2247	0.8514	1.1745	1132.4394	774.6415	3888
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1684	57.7062	1192.7678	158.0932	10775	142.2392	0.7673	1.3033	1203.4337	157.3699	8346
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	4503	93.7443	1241.9088	1652.0532	20982	266.9476	0.5039	1.9844	1252.5072	1661.7368	16480
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1947	59.5399	1143.4646	1543.3433	6320	130.05	0.5947	1.6815	1137.1123	1544.4016	4381
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2202	63.6946	1199.6853	1542.4882	6163	129.0155	0.5829	1.7155	1201.3932	1541.0546	3971
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1365	46.0435	1053.9989	1586.3674	5663	110.3449	0.8137	1.229	1045.028	1575.8373	4307
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1274	49.2443	1055.8642	1673.3619	5406	127.0276	0.5331	1.8758	1044.3775	1681.0246	4139
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	3381	80.4301	930.4222	1224.6698	8457	152.9706	0.5569	1.7955	945.5082	1230.4181	5079
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2048	61.2209	920.1553	1290.6274	12523	159.38	0.7289	1.3719	921.8719	1311.1954	10424
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1884	58.4637	1291.0547	965.1523	5460	97.3088	0.9564	1.0455	1284.3555	961.0542	3580
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1417	49.2443	948.6235	548.186	7476	118.1059	0.8947	1.1177	952.0594	562.7802	5821
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2631	68.542	919.7619	487.4122	11151	157.8132	0.5899	1.6953	937.0915	474.449	8026
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2264	60.1664	902.2164	356.6731	11624	167.0569	0.5908	1.6926	920.2205	359.7973	9354
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2082	65.5134	846.8823	268.5591	10539	150.6851	0.6601	1.5149	844.1417	264.9139	8351
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2223	57.9741	1196.3826	588.4397	17725	187.8084	0.8084	1.2369	1211.832	597.117	9165
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1429	50.774	1199.2642	466.8905	10463	136.8211	0.8855	1.1293	1214.4686	470.0669	8805
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1922	58.9406	1056.4958	1203.7305	15003	183.6001	0.7371	1.3567	1068.3823	1177.548	11015
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2003	60.0167	1072.7691	1271.5729	9238	148.2734	0.5813	1.7204	1061.5244	1277.2652	7239
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1955	60	1169.1046	1260.0683	23531	199.7448	0.8406	1.1896	1195.3235	1231.9041	15559
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2209	59.0931	1164.6376	375.1953	10300	135.6945	0.889	1.1248	1167.012	379.1757	8048
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2869	68.2642	1222.5899	292.1232	11463	152.3286	0.9872	1.0129	1231.8682	292.2779	8548
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1465	52.811	1065.7034	1424.7369	3879	81.0247	0.8596	1.1633	1066.7663	1421.4634	2425
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2190	65.3682	1001.1616	1417.2183	11539	180.3136	0.6604	1.5143	980.9084	1407.0287	9266
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1505	64.3817	171.2409	768.3804	13598	153.0523	0.9648	1.0365	163.5801	785.1993	10636
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1612	56.0803	292.1036	786.1042	9580	133.8432	0.9539	1.0483	285.5307	784.9384	7661
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1356	48.7032	264.0789	877.927	8768	141.3542	0.6071	1.6473	264.0292	868.6621	1137
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1521	54.5711	387.6637	887.8478	5267	102.2155	0.6951	1.4387	371.0048	876.5232	3740
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1249	47.0106	371.9011	803.2534	5020	100.4241	0.8785	1.1383	363.7363	813.6618	3773
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	871	39.4081	434.7859	882.7491	3833	82.1523	0.9154	1.0924	446.4236	883.2381	2974
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1064	46.7547	390.2406	928.0066	3569	82.0731	0.902	1.1086	400.5714	937.0251	2513
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2179	61.5873	482.7207	949.7198	7895	119.6202	0.8227	1.2155	478.7049	949.139	5721
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2126	59.4643	548.9995	873.6764	10311	133.7012	0.946	1.057	545.6256	863.7433	8188
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1291	43.4626	445.7231	817.4985	6440	125.6702	0.6487	1.5416	461.8262	818.3526	5155
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1912	56.0803	622.9644	915.6344	7790	123.3694	0.8095	1.2353	627.5248	917.9199	5888
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1961	62.0081	680.2761	858.0701	7426	132.3065	0.5548	1.8025	673.3034	862.7153	5467
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1631	50.636	760.4522	874.2799	8216	125.7816	0.7999	1.2501	770.7422	888.3919	6042
