EXP_ID	FILES_KEY	CLASS	NUCL.dna.AREA	NUCL.dna.INT_MEAN	NUCL.dna.INT_STDEV	NUCL.dna.INT_MEDIAN	NUCL.dna.FERET	NUCL.dna.INT_DENSITY	NUCL.dna.RND	NUCL.dna.ASPECTRATIO	NUCL.dna.X	NUCL.dna.Y	VORO.dna.AREA	VORO.dna.INT_MEAN	VORO.dna.INT_STDEV	VORO.dna.INT_MEDIAN	VORO.dna.FERET	VORO.dna.INT_DENSITY	VORO.dna.RND	VORO.dna.ASPECTRATIO	VORO.dna.X	VORO.dna.Y	CYTO.dna.INT_MEAN	CYTO.dna.FERET	CYTO.dna.AREA	NUCL.protein3.AREA	NUCL.protein3.INT_MEAN	NUCL.protein3.INT_STDEV	NUCL.protein3.INT_MEDIAN	NUCL.protein3.FERET	NUCL.protein3.INT_DENSITY	NUCL.protein3.RND	NUCL.protein3.ASPECTRATIO	NUCL.protein3.X	NUCL.protein3.Y	VORO.protein3.AREA	VORO.protein3.INT_MEAN	VORONOI.protein3.INT_STDEV	VORONOI.protein3.INT_MEDIAN	VORONOI.protein3.FERET	VORONOI.protein3.INT_DEN	VORONOI.protein3.ROUND	VORONOI.protein3.AR	VORONOI.protein3.CENTRE_X	VORONOI.protein3.CENTRE_Y	CYTO.protein3.INT_MEDIAN_VOROONLY	CYTO.protein3.FERET	CYTO.protein3.AREA
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1947	1817.4463	275.3718	1830	59.5399	3538568	0.7475	1.3379	1143.4646	1543.3433	6320	784.8193	745.1513	256	130.05	4960058	0.5947	1.6815	1137.1123	1544.4016	214	130.05	4381	1947	211.9635	55.8656	205	59.5399	412693	0.7475	1.3379	1143.4646	1543.3433	6320	294.2745	84.4456	295	130.05	1859815	0.5947	1.6815	1137.1123	1544.4016	321	130.05	4381
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2202	1806.5395	326.5938	1816	63.6946	3978000	0.7787	1.2842	1199.6853	1542.4882	6163	894.5763	749.6356	469	129.0155	5513274	0.5829	1.7155	1201.3932	1541.0546	252	129.0155	3971	2202	290.0014	153.4099	243	63.6946	638583	0.7787	1.2842	1199.6853	1542.4882	6163	461.4224	278.38	396	129.0155	2843746	0.5829	1.7155	1201.3932	1541.0546	443	129.0155	3971
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1365	2586.2821	597.5501	2669	46.0435	3530275	0.9325	1.0724	1053.9989	1586.3674	5663	853.5063	1053.1507	235	110.3449	4833406	0.8137	1.229	1045.028	1575.8373	199	110.3449	4307	1365	424.2696	64.1509	422	46.0435	579128	0.9325	1.0724	1053.9989	1586.3674	5663	318.9762	92.8597	315	110.3449	1806362	0.8137	1.229	1045.028	1575.8373	284	110.3449	4307
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1274	2703.9765	514.9141	2763	49.2443	3444866	0.6897	1.4498	1055.8642	1673.3619	5406	871.8714	1084.8812	225	127.0276	4713337	0.5331	1.8758	1044.3775	1681.0246	182	127.0276	4139	1274	359.5691	65.3147	355	49.2443	458091	0.6897	1.4498	1055.8642	1673.3619	5406	289.1173	88.7852	287	127.0276	1562968	0.5331	1.8758	1044.3775	1681.0246	254	127.0276	4139
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	3381	1839.3014	307.5559	1826	80.4301	6218678	0.6651	1.5036	930.4222	1224.6698	8457	915.0877	826.057	322	152.9706	7738897	0.5569	1.7955	945.5082	1230.4181	162	152.9706	5079	3381	340.6903	64.868	341	80.4301	1151874	0.6651	1.5036	930.4222	1224.6698	8457	317.5008	78.0552	320	152.9706	2685104	0.5569	1.7955	945.5082	1230.4181	297	152.9706	5079
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2048	2414.0718	338.2403	2401	61.2209	4944019	0.6943	1.4403	920.1553	1290.6274	12523	559.1994	864.849	138	159.38	7002854	0.7289	1.3719	921.8719	1311.1954	474	159.38	964	2048	375.481	71.1144	375	61.2209	768985	0.6943	1.4403	920.1553	1290.6274	12523	166.9522	114.2371	131	159.38	2090742	0.7289	1.3719	921.8719	1311.1954	113	159.38	10424
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1884	2413.1624	382.4359	2387	58.4637	4546398	0.7015	1.4256	1291.0547	965.1523	5460	1055.1346	1075.0688	238	97.3088	5761035	0.9564	1.0455	1284.3555	961.0542	177	97.3088	3580	1884	464.8068	101.0801	468	58.4637	875696	0.7015	1.4256	1291.0547	965.1523	5460	312.5178	145.9551	281	97.3088	1706347	0.9564	1.0455	1284.3555	961.0542	224	97.3088	3580
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1417	2880.6683	467.864	2823	49.2443	4081907	0.7988	1.2519	948.6235	548.186	7476	751.2127	1107.3422	160	118.1059	5616066	0.8947	1.1177	952.0594	562.7802	364	118.1059	874	1417	339.4425	81.4174	332	49.2443	480990	0.7988	1.2519	948.6235	548.186	7476	167.3336	115.4882	139	118.1059	1250986	0.8947	1.1177	952.0594	562.7802	118	118.1059	5821
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2631	2847.0258	444.1181	2808	68.542	7490525	0.7286	1.3725	919.7619	487.4122	11151	858.2099	1170.1904	166	157.8132	9569899	0.5899	1.6953	937.0915	474.449	389	157.8132	1034	2631	232.9149	75.9434	224	68.542	612799	0.7286	1.3725	919.7619	487.4122	11151	143.6848	85.1143	131	157.8132	1602229	0.5899	1.6953	937.0915	474.449	114	157.8132	8026
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2264	3672.4267	470.4205	3846	60.1664	8314374	0.833	1.2005	902.2164	356.6731	11624	912.495	1414.9418	167	167.0569	10606842	0.5908	1.6926	920.2205	359.7973	405	167.0569	1093	2264	369.5464	104.6261	362	60.1664	836653	0.833	1.2005	902.2164	356.6731	11624	172.7489	122.0026	135	167.0569	2008033	0.5908	1.6926	920.2205	359.7973	112	167.0569	9354
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2082	2749.0999	456.7348	2729	65.5134	5723626	0.6427	1.556	846.8823	268.5591	10539	739.8696	1057.3069	169	150.6851	7797486	0.6601	1.5149	844.1417	264.9139	463	150.6851	923	2082	327.3516	85.5549	322	65.5134	681546	0.6427	1.556	846.8823	268.5591	10539	165.7069	103.4134	136	150.6851	1746385	0.6601	1.5149	844.1417	264.9139	120	150.6851	8351
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2223	3336.8902	522.2198	3369	57.9741	7417907	0.867	1.1534	1196.3826	588.4397	17725	582.6491	1092.2477	138	187.8084	10327456	0.8084	1.2369	1211.832	597.117	341	187.8084	1122	2223	452.6208	113.4998	445	57.9741	1006176	0.867	1.1534	1196.3826	588.4397	17725	127.4331	149.5472	78	187.8084	2258751	0.8084	1.2369	1211.832	597.117	126	187.8084	9165
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1429	2658.3324	493.115	2637	50.774	3798757	0.7193	1.3902	1199.2642	466.8905	10463	552.2258	906.8178	153	136.8211	5777939	0.8855	1.1293	1214.4686	470.0669	377	136.8211	790	1429	401.5829	98.5004	394	50.774	573862	0.7193	1.3902	1199.2642	466.8905	10463	156.0261	123.3538	118	136.8211	1632501	0.8855	1.1293	1214.4686	470.0669	106	136.8211	8805
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1922	1423.1431	285.9909	1416	58.9406	2735281	0.7191	1.3907	1056.4958	1203.7305	15003	336.0652	473.2477	133	183.6001	5041986	0.7371	1.3567	1068.3823	1177.548	538	183.6001	884	1922	341.9428	70.4322	344	58.9406	657214	0.7191	1.3907	1056.4958	1203.7305	15003	169.5518	111.0033	164	183.6001	2543786	0.7371	1.3567	1068.3823	1177.548	170	183.6001	11015
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2003	1442.8882	256.6432	1451	60.0167	2890105	0.7473	1.3382	1072.7691	1271.5729	9238	511.286	559.9146	181	148.2734	4723260	0.5813	1.7204	1061.5244	1277.2652	164	148.2734	7239	2003	287.5397	61.0938	289	60.0167	575942	0.7473	1.3382	1072.7691	1271.5729	9238	254.3578	59.9524	250	148.2734	2349757	0.5813	1.7204	1061.5244	1277.2652	241	148.2734	7239
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1955	1427.8716	237.7982	1410	60	2791489	0.7101	1.4082	1169.1046	1260.0683	23531	265.4781	388.7201	130	199.7448	6246966	0.8406	1.1896	1195.3235	1231.9041	583	199.7448	992	1955	489.9867	90.4711	489	60	957924	0.7101	1.4082	1169.1046	1260.0683	23531	189.9816	164.7122	160	199.7448	4470456	0.8406	1.1896	1195.3235	1231.9041	213	199.7448	15559
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2209	3656.8352	466.353	3817	59.0931	8077949	0.8248	1.2124	1164.6376	375.1953	10300	992.8824	1456.0469	175	135.6945	10226689	0.889	1.1248	1167.012	379.1757	427	135.6945	892	2209	351.6392	98.5	345	59.0931	776771	0.8248	1.2124	1164.6376	375.1953	10300	178.3577	120.7636	143	135.6945	1837084	0.889	1.1248	1167.012	379.1757	119	135.6945	8048
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2869	3098.107	520.259	3065	68.2642	8888469	0.7788	1.284	1222.5899	292.1232	11463	970.3062	1294.0216	179	152.3286	11122620	0.9872	1.0129	1231.8682	292.2779	422	152.3286	1139	2869	286.0512	80.4683	279	68.2642	820681	0.7788	1.284	1222.5899	292.1232	11463	165.8379	94.1223	142	152.3286	1901000	0.9872	1.0129	1231.8682	292.2779	119	152.3286	8548
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	1465	2230.6676	349.661	2215	52.811	3267928	0.6739	1.4838	1065.7034	1424.7369	3879	1114.4259	946.7912	655	81.0247	4322858	0.8596	1.1633	1066.7663	1421.4634	262	81.0247	2425	1465	527.8935	93.8899	534	52.811	773364	0.6739	1.4838	1065.7034	1424.7369	3879	461.2632	109.8976	467	81.0247	1789240	0.8596	1.1633	1066.7663	1421.4634	416	81.0247	2425
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_3	INTERIOR	2190	1740.3434	253.5493	1741	65.3682	3811352	0.6566	1.5231	1001.1616	1417.2183	11539	506.1576	643.4387	156	180.3136	5840553	0.6604	1.5143	980.9084	1407.0287	547	180.3136	1082	2190	292.0516	63.8594	295	65.3682	639593	0.6566	1.5231	1001.1616	1417.2183	11539	209.1355	86.5436	197	180.3136	2413215	0.6604	1.5143	980.9084	1407.0287	173	180.3136	9266
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1505	2042.9535	399.9429	2028	64.3817	3074645	0.4709	2.1237	171.2409	768.3804	13598	377.233	632.395	131	153.0523	5129615	0.9648	1.0365	163.5801	785.1993	341	153.0523	608	1505	274.9714	85.7548	269	64.3817	413832	0.4709	2.1237	171.2409	768.3804	13598	192.924	146.2155	163	153.0523	2623380	0.9648	1.0365	163.5801	785.1993	157	153.0523	10636
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1612	1895.2816	374.1863	1866	56.0803	3055194	0.6921	1.445	292.1036	786.1042	9580	487.7434	687.2684	150	133.8432	4672582	0.9539	1.0483	285.5307	784.9384	328	133.8432	725	1612	332.3449	91.8862	329	56.0803	535740	0.6921	1.445	292.1036	786.1042	9580	236.2738	150.9204	204	133.8432	2263503	0.9539	1.0483	285.5307	784.9384	164	133.8432	7661
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1356	2011.4897	443.9233	1959	48.7032	2727580	0.7729	1.2939	264.0789	877.927	8768	470.012	716.2566	134	141.3542	4121065	0.6071	1.6473	264.0292	868.6621	320	141.3542	749	1356	458.34	98.2582	460	48.7032	621509	0.7729	1.2939	264.0789	877.927	8768	168.6834	146.7064	116	141.3542	1479016	0.6071	1.6473	264.0292	868.6621	191	141.3542	1137
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1521	2035.2196	557.9611	2040	54.5711	3095569	0.7229	1.3833	387.6637	887.8478	5267	753.6863	902.4633	171	102.2155	3969666	0.6951	1.4387	371.0048	876.5232	145	102.2155	3753	1521	427.5634	118.295	415	54.5711	650324	0.7229	1.3833	387.6637	887.8478	5267	260.8079	148.5707	236	102.2155	1373675	0.6951	1.4387	371.0048	876.5232	178	102.2155	3740
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1249	2463.8879	461.9775	2418	47.0106	3077396	0.7305	1.3689	371.9011	803.2534	5020	809.5281	1031.3107	167	100.4241	4063831	0.8785	1.1383	363.7363	813.6618	146	100.4241	3773	1249	388.6886	87.6489	386	47.0106	485472	0.7305	1.3689	371.9011	803.2534	5020	249.4691	115.3945	232	100.4241	1252335	0.8785	1.1383	363.7363	813.6618	192	100.4241	3773
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	871	3293.0769	640.8687	3342	39.4081	2868270	0.7865	1.2714	434.7859	882.7491	3833	993.0999	1350.8121	188	82.1523	3806552	0.9154	1.0924	446.4236	883.2381	438	82.1523	409	871	329.2078	71.9497	323	39.4081	286740	0.7865	1.2714	434.7859	882.7491	3833	310.3452	117.782	292	82.1523	1189553	0.9154	1.0924	446.4236	883.2381	271	82.1523	2974
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1064	2708.9944	569.7452	2727	46.7547	2882370	0.6983	1.432	390.2406	928.0066	3569	1054.4971	1193.1029	240	82.0731	3763500	0.902	1.1086	400.5714	937.0251	170	82.0731	2513	1064	965.187	344.6941	1003	46.7547	1026959	0.6983	1.432	390.2406	928.0066	3569	531.297	381.3838	367	82.0731	1896199	0.902	1.1086	400.5714	937.0251	259	82.0731	2513
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2179	2702.1771	441.9914	2656	61.5873	5888044	0.7501	1.3332	482.7207	949.7198	7895	940.9001	1156.3007	192	119.6202	7428406	0.8227	1.2155	478.7049	949.139	162	119.6202	5721	2179	364.9504	89.3124	359	61.5873	795227	0.7501	1.3332	482.7207	949.7198	7895	309.684	105.35	296	119.6202	2444955	0.8227	1.2155	478.7049	949.139	264	119.6202	5721
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2126	3015.7451	533.0816	3016	59.4643	6411474	0.7874	1.27	548.9995	873.6764	10311	822.3135	1175.6597	195	133.7012	8478874	0.946	1.057	545.6256	863.7433	180	133.7012	8188	2126	482.055	103.2629	480	59.4643	1024849	0.7874	1.27	548.9995	873.6764	10311	460.5819	133.2753	449	133.7012	4749060	0.946	1.057	545.6256	863.7433	443	133.7012	8188
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1291	2367.7622	456.8641	2344	43.4626	3056781	0.9922	1.0079	445.7231	817.4985	6440	675.4531	922.848	169	125.6702	4349918	0.6487	1.5416	461.8262	818.3526	382	125.6702	530	1291	421.8846	99.2794	416	43.4626	544653	0.9922	1.0079	445.7231	817.4985	6440	329.798	110.2307	317	125.6702	2123899	0.6487	1.5416	461.8262	818.3526	287	125.6702	5155
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1912	1534.4215	305.7802	1528	56.0803	2933814	0.8098	1.2349	622.9644	915.6344	7790	569.6069	617.8024	199	123.3694	4437238	0.8095	1.2353	627.5248	917.9199	169	123.3694	5888	1912	565.1663	137.4776	561	56.0803	1080598	0.8098	1.2349	622.9644	915.6344	7790	386.3747	162.039	365	123.3694	3009859	0.8095	1.2353	627.5248	917.9199	308	123.3694	5888
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1961	1561.2157	296.9221	1559	62.0081	3061544	0.6468	1.546	680.2761	858.0701	7426	591.5217	647.3601	178	132.3065	4392640	0.5548	1.8025	673.3034	862.7153	159	132.3065	5467	1961	338.5115	97.8523	332	62.0081	663821	0.6468	1.546	680.2761	858.0701	7426	313.0206	131.471	292	132.3065	2324491	0.5548	1.8025	673.3034	862.7153	269	132.3065	5467
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1631	1817.45	297.4293	1802	50.636	2964261	0.8747	1.1433	760.4522	874.2799	8216	527.5318	702.7512	140	125.7816	4334201	0.7999	1.2501	770.7422	888.3919	309	125.7816	834	1631	275.8044	79.7833	274	50.636	449837	0.8747	1.1433	760.4522	874.2799	8216	158.6111	95.2555	144	125.7816	1303149	0.7999	1.2501	770.7422	888.3919	132	125.7816	6042
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1307	2194.404	448.1988	2145	48.1041	2868086	0.7243	1.3807	880.9705	916.9897	9202	467.3144	755.9595	129	135.2072	4300227	0.7514	1.3308	876.5279	919.8688	306	135.2072	742	1307	375.8653	94.8302	373	48.1041	491256	0.7243	1.3807	880.9705	916.9897	9202	135.3881	123.423	98	135.2072	1245841	0.7514	1.3308	876.5279	919.8688	96	135.2072	6377
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1360	2035.9154	391.7553	2016	56.8507	2768845	0.5372	1.8615	986.1382	958.0228	7934	523.212	751.2709	142	126.5899	4151164	0.8796	1.1369	980.0417	957.0413	324	126.5899	685	1360	332.9147	86.5295	327	56.8507	452764	0.5372	1.8615	986.1382	958.0228	7934	197.2538	111.8967	179	126.5899	1565012	0.8796	1.1369	980.0417	957.0413	153	126.5899	6451
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1467	2040.2577	328.9227	2037	49.4065	2993058	0.8052	1.242	962.3378	875.3712	6229	667.6319	831.0126	160	131.0267	4158679	0.66	1.5152	963.5899	882.3892	340	131.0267	720	1467	268.8248	82.8414	261	49.4065	394366	0.8052	1.242	962.3378	875.3712	6229	201.0546	90.84	192	131.0267	1252369	0.66	1.5152	963.5899	882.3892	171	131.0267	4742
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	2060	1401.2335	251.0227	1388	66.3099	2886541	0.5947	1.6816	1065.5291	978.7262	7984	535.0185	564.9886	182	132.5179	4271588	0.6825	1.4653	1063.1175	958.4107	159	132.5179	5929	2060	371.1413	93.8532	367	66.3099	764551	0.5947	1.6816	1065.5291	978.7262	7984	291.5949	100.743	281	132.5179	2328094	0.6825	1.4653	1063.1175	958.4107	255	132.5179	5929
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1528	2183.4391	364.0897	2157	57.8014	3336295	0.5866	1.7048	1175.4876	734.5301	5078	899.6875	923.5326	276	102.5524	4568613	0.8214	1.2174	1171.344	739.3543	216	102.5524	3558	1528	481.1577	113.0713	466	57.8014	735209	0.5866	1.7048	1175.4876	734.5301	5078	446.1857	121.8343	436	102.5524	2265731	0.8214	1.2174	1171.344	739.3543	412	102.5524	3558
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/INTERIOR	20170116_t0_ca_4	INTERIOR	1186	2561.5911	386.6309	2530	46.8402	3038047	0.7325	1.3651	1248.7968	726.2555	4360	957.9603	1062.4589	268	95.268	4176707	0.7313	1.3675	1251.3312	725.8839	219	95.268	3180	1186	577.9098	131.9963	566	46.8402	685401	0.7325	1.3651	1248.7968	726.2555	4360	481.2917	135.4332	471	95.268	2098432	0.7313	1.3675	1251.3312	725.8839	437	95.268	3180
