EXP_ID	FILES_KEY	CLASS	NUCL.dna.AREA	NUCL.dna.INT_MEAN	NUCL.dna.INT_STDEV	NUCL.dna.INT_MEDIAN	NUCL.dna.FERET	NUCL.dna.INT_DENSITY	NUCL.dna.RND	NUCL.dna.ASPECTRATIO	NUCL.dna.X	NUCL.dna.Y	VORO.dna.AREA	VORO.dna.INT_MEAN	VORO.dna.INT_STDEV	VORO.dna.INT_MEDIAN	VORO.dna.FERET	VORO.dna.INT_DENSITY	VORO.dna.RND	VORO.dna.ASPECTRATIO	VORO.dna.X	VORO.dna.Y	CYTO.dna.INT_MEAN	CYTO.dna.FERET	CYTO.dna.AREA	NUCL.protein3.AREA	NUCL.protein3.INT_MEAN	NUCL.protein3.INT_STDEV	NUCL.protein3.INT_MEDIAN	NUCL.protein3.FERET	NUCL.protein3.INT_DENSITY	NUCL.protein3.RND	NUCL.protein3.ASPECTRATIO	NUCL.protein3.X	NUCL.protein3.Y	VORO.protein3.AREA	VORO.protein3.INT_MEAN	VORONOI.protein3.INT_STDEV	VORONOI.protein3.INT_MEDIAN	VORONOI.protein3.FERET	VORONOI.protein3.INT_DEN	VORONOI.protein3.ROUND	VORONOI.protein3.AR	VORONOI.protein3.CENTRE_X	VORONOI.protein3.CENTRE_Y	CYTO.protein3.INT_MEDIAN_VOROONLY	CYTO.protein3.FERET	CYTO.protein3.AREA
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1193	2684.549	576.3854	2680	47.1699	3202667	0.7302	1.3694	444.1069	752.0423	13300	408.2173	767.0563	149	192.5097	5429290	0.5968	1.6755	478.8665	715.5582	351	192.5097	646	1193	514.368	113.7	505	47.1699	613641	0.7302	1.3694	444.1069	752.0423	13300	423.0809	231.9002	462	192.5097	5626976	0.5968	1.6755	478.8665	715.5582	505	192.5097	10485
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	3233	1196.6316	289.9241	1188	78.5493	3868710	0.6741	1.4835	990.53	755.6772	15447	411.6908	453.3695	171	252.6915	6359388	0.4154	2.4072	981.3815	722.2819	341	252.6915	1105	3233	283.3359	95.1445	269	78.5493	916025	0.6741	1.4835	990.53	755.6772	15447	299.0833	118.6274	285	252.6915	4619939	0.4154	2.4072	981.3815	722.2819	282	252.6915	12221
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1544	1727.774	371.5489	1727	49.4065	2667683	0.836	1.1961	384.1444	1095.7273	322318	116.4965	119.9131	107	1001.0245	37548916	0.3953	2.5295	432.2172	1611.038	246	1001.0245	935	1544	411.1159	115.9439	409	49.4065	634763	0.836	1.1961	384.1444	1095.7273	322318	6.8906	40.5623	0	1001.0245	2220957	0.3953	2.5295	432.2172	1611.038	117	1001.0245	7063
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1502	1788.5166	282.4001	1754	52.2015	2686352	0.7203	1.3884	863.4341	1095.2044	148186	128.6134	180.6106	108	1034.6618	19058709	0.2675	3.7388	752.456	1404.5665	246	1034.6618	935	1502	411.0925	83.2916	406	52.2015	617461	0.7203	1.3884	863.4341	1095.2044	148186	11.8449	51.6115	0	1034.6618	1755246	0.2675	3.7388	752.456	1404.5665	107	1034.6618	6318
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1696	1693.6975	321.8225	1670	59.4054	2872511	0.6192	1.6149	1098.5124	1199.2323	186908	125.8927	160.5414	108	1015.6427	23530346	0.213	4.6948	903.5305	1587.0121	233	1015.6427	1191	1696	396.9699	107.8055	387	59.4054	673261	0.6192	1.6149	1098.5124	1199.2323	186908	13.1025	52.7809	0	1015.6427	2448959	0.213	4.6948	903.5305	1587.0121	110	1015.6427	11364
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1528	1764.3554	353.4649	1737	58.6003	2695935	0.5508	1.8156	971.3017	1100.8619	17932	284.4656	492.0333	117	262.0534	5101037	0.505	1.9801	968.6734	1157.8788	296	262.0534	749	1528	268.8298	71.8537	266	58.6003	410772	0.5508	1.8156	971.3017	1100.8619	17932	83.7652	95.7485	53	262.0534	1502077	0.505	1.9801	968.6734	1157.8788	110	262.0534	8494
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	2197	1357.5189	304.5361	1349	65.1153	2982469	0.6846	1.4608	1214.5929	1206.9206	12945	378.9022	493.9999	136	207.8581	4904889	0.6041	1.6554	1200.7224	1245.749	271	207.8581	1113	2197	288.6618	80.4207	284	65.1153	634190	0.6846	1.4608	1214.5929	1206.9206	12945	149.2216	102.8725	139	207.8581	1931674	0.6041	1.6554	1200.7224	1245.749	133	207.8581	9203
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1501	2021.8501	389.5143	2019	60	3034797	0.5263	1.9	1296.999	1317.9997	109263	140.5768	236.0376	109	859.5813	15359842	0.2434	4.1085	1136.7719	1554.9096	282	859.5813	819	1501	326.066	75.9583	322	60	489425	0.5263	1.9	1296.999	1317.9997	109263	17.6613	52.1634	0	859.5813	1929730	0.2434	4.1085	1136.7719	1554.9096	87	859.5813	12046
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1655	2082.9166	350.5668	2065	65.8635	3447227	0.4691	2.1318	1534.6311	1601.5876	199537	129.127	188.1604	109	1297.1897	25765618	0.1745	5.7308	1353.9798	1671.9658	215	1297.1897	1769	1655	355.0931	84.6931	351	65.8635	587679	0.4691	2.1318	1534.6311	1601.5876	199537	13.0957	54.4845	0	1297.1897	2613077	0.1745	5.7308	1353.9798	1671.9658	145	1297.1897	8669
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	2124	1468.2778	274.8238	1473	78.5493	3118622	0.4297	2.3274	1405.5367	1361.2702	59568	170.415	271.137	111	593.8569	10151283	0.4228	2.3654	1459.1922	1410.8674	272	593.8569	1061	2124	311.6464	68.9762	311	78.5493	661937	0.4297	2.3274	1405.5367	1361.2702	59568	47.755	85.6723	1	593.8569	2844668	0.4228	2.3654	1459.1922	1410.8674	104	593.8569	15723
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	2461	2499.3913	419.4008	2474	68.593	6151002	0.6787	1.4734	1408.8096	1241.4342	73826	199.3561	445.8289	109	542.6647	14717665	0.3271	3.0574	1611.9962	1237.0967	197	542.6647	2213	2461	455.8842	92.4814	455	68.593	1121931	0.6787	1.4734	1408.8096	1241.4342	73826	44.9627	113.9087	0	542.6647	3319417	0.3271	3.0574	1611.9962	1237.0967	207	542.6647	9110
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1771	1507.3416	261.936	1494	58.3095	2669502	0.701	1.4266	1409.417	1068.295	46531	177.3088	286.0568	111	422.9066	8250356	0.446	2.2421	1513.4966	1079.272	283	422.9066	947	1771	407.1304	89.6643	403	58.3095	721028	0.701	1.4266	1409.417	1068.295	46531	79.8699	129.1825	4	422.9066	3716426	0.446	2.2421	1513.4966	1079.272	177	422.9066	14519
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	2420	1161.3661	247.5934	1156	86.6833	2810506	0.418	2.3925	1481.5665	873.7822	24151	251.9717	340.1006	119	238.7991	6085368	0.7509	1.3317	1483.0327	917.1938	252	238.7991	2390	2420	333.9293	95.1167	332	86.6833	808109	0.418	2.3925	1481.5665	873.7822	24151	108.8308	124.4752	56	238.7991	2628372	0.7509	1.3317	1483.0327	917.1938	125	238.7991	10983
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1363	1498.4358	385.3435	1451	50.9215	2042368	0.7004	1.4278	1590.8551	846.69	103125	131.0226	176.2119	107	588.7589	13511705	0.415	2.4096	1771.7681	1020.4788	251	588.7589	1195	1363	290.3896	87.2213	281	50.9215	395801	0.7004	1.4278	1590.8551	846.69	103125	17.9491	55.3673	0	588.7589	1850996	0.415	2.4096	1771.7681	1020.4788	94	588.7589	10249
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1510	1967.9331	373.779	1935	57.7062	2971579	0.5701	1.7541	1715.5854	712.104	60521	169.1362	309.9034	110	678.6	10236294	0.2081	4.8053	1822.9924	842.0171	294	678.6	1143	1510	296.1	79.0249	291	57.7062	447111	0.5701	1.7541	1715.5854	712.104	60521	44.7006	80.9742	0	678.6	2705322	0.2081	4.8053	1822.9924	842.0171	114	678.6	16202
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1539	2211.2151	520.6747	2216	57.2451	3403060	0.6336	1.5784	1835.8632	621.5396	52210	181.2359	378.117	109	544.5411	9462326	0.282	3.5463	1933.8535	784.5762	309	544.5411	953	1539	335.165	89.5076	332	57.2451	515819	0.6336	1.5784	1835.8632	621.5396	52210	33.8206	75.4799	0	544.5411	1765771	0.282	3.5463	1933.8535	784.5762	98	544.5411	10224
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	2215	1509.7824	306.1581	1514	67.624	3344168	0.6387	1.5658	1790.644	616.3871	35502	221.2179	362.373	114	339.2359	7853678	0.5216	1.917	1717.2424	549.3354	330	339.2359	1216	2215	261.8501	74.7884	257	67.624	579998	0.6387	1.5658	1790.644	616.3871	35502	42.432	82.0225	0	339.2359	1506422	0.5216	1.917	1717.2424	549.3354	120	339.2359	6777
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1947	1889.6631	389.2149	1896	84.8528	3679174	0.4231	2.3633	1878.4656	517.8909	18939	342.0967	565.3901	123	267.6864	6478969	0.4616	2.1662	1825.7465	488.9849	337	267.6864	1501	1947	314.395	88.8293	306	84.8528	612127	0.4231	2.3633	1878.4656	517.8909	18939	89.5694	117.699	24	267.6864	1696355	0.4616	2.1662	1825.7465	488.9849	128	267.6864	7187
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1724	3469.6398	550.6751	3572	58.6003	5981659	0.6456	1.5489	1864.8979	317.9165	47044	259.1052	647.7783	116	354.2316	12189344	0.5024	1.9905	1736.4466	339.7955	191	354.2316	4653	1724	399.464	100.7985	396	58.6003	688676	0.6456	1.5489	1864.8979	317.9165	47044	51.0699	111.8639	0	354.2316	2402531	0.5024	1.9905	1736.4466	339.7955	144	354.2316	9126
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1292	3111.1509	506.625	3107	47.4342	4019607	0.7941	1.2593	1871.5062	244.209	6716	849.687	1230.1206	175	337.2136	5706498	0.1424	7.0224	1804.7375	252.0205	549	337.2136	734	1292	379.8932	91.6763	371	47.4342	490822	0.7941	1.2593	1871.5062	244.209	6716	192.9016	147.0198	190	337.2136	1295527	0.1424	7.0224	1804.7375	252.0205	204	337.2136	4009
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t0_ca_4	EDGE	1223	1486.251	310.023	1465	44.1022	1817685	0.9522	1.0502	262.7862	1074.2375	244807	115.5018	105.8928	106	1048.4393	28275643	0.2625	3.8092	137.9783	1557.424	276	1048.4393	701	1223	349.3622	88.1914	343	44.1022	427270	0.9522	1.0502	262.7862	1074.2375	244807	12.3085	43.3845	0	1048.4393	3013204	0.2625	3.8092	137.9783	1557.424	95	1048.4393	13495
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	2385	3005.1501	692.316	2852	61.8466	7167283	0.8124	1.2309	698.2317	1962.7654	33465	356.2824	769.1738	132	313.7467	11922991	0.4521	2.212	790.1653	1980.5052	405	313.7467	1132	2385	432.2331	168.0907	404	61.8466	1030876	0.8124	1.2309	698.2317	1962.7654	33465	54.9512	121.879	7	313.7467	1838941	0.4521	2.212	790.1653	1980.5052	82	313.7467	6427
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1497	2172.7776	369.8746	2137	49.0408	3252648	0.8094	1.2354	786.9342	1785.9977	44624	208.2206	387.4605	127	300.6659	9291635	0.8072	1.2388	885.6586	1822.7874	468	300.6659	844	1497	645.98	153.4821	647	49.0408	967032	0.8094	1.2354	786.9342	1785.9977	44624	41.5478	126.9724	0	300.6659	1854030	0.8072	1.2388	885.6586	1822.7874	96	300.6659	5216
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	2529	2620.6085	329.7211	2596	64.4981	6627519	0.7853	1.2734	761.9255	1710.1338	11315	759.8931	1041.2168	166	179.3237	8598190	0.6533	1.5306	788.1004	1704.9078	154	179.3237	8790	2529	508.4962	130.1	520	64.4981	1285987	0.7853	1.2734	761.9255	1710.1338	11315	181.6554	196.6601	111	179.3237	2055431	0.6533	1.5306	788.1004	1704.9078	112	179.3237	6210
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1534	1881.1904	280.98	1889	52.2015	2885746	0.7294	1.3711	845.7392	1594.0567	16456	330.351	540.3649	136	218.2132	5436256	0.5595	1.7874	880.1404	1639.5621	385	218.2132	694	1534	526.7979	128.445	543	52.2015	808108	0.7294	1.3711	845.7392	1594.0567	16456	96.7634	162.4665	20	218.2132	1592338	0.5595	1.7874	880.1404	1639.5621	116	218.2132	5381
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1494	1998.2236	367.4078	2013	50.2494	2985346	0.76	1.3159	997.9257	1550.4224	27388	249.3648	449.7009	130	291.5956	6829603	0.4357	2.2951	1002.7882	1645.0845	427	291.5956	632	1494	627.1017	149.7246	648	50.2494	936890	0.76	1.3159	997.9257	1550.4224	27388	73.7032	159.0652	6	291.5956	2018582	0.4357	2.2951	1002.7882	1645.0845	153	291.5956	5613
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1388	2086.1369	398.9239	2100	46.8722	2895558	0.836	1.1962	1087.6635	1531.6499	38893	214.9992	390.6883	130	279.0788	8361963	0.7098	1.4089	1139.4096	1629.3322	309	279.0788	1034	1388	579.6938	137.2604	587	46.8722	804615	0.836	1.1962	1087.6635	1531.6499	38893	56.7467	127.3494	5	279.0788	2207050	0.7098	1.4089	1139.4096	1629.3322	152	279.0788	7146
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1489	1912.1565	368.3453	1861	54.0833	2847201	0.6808	1.4689	1409.134	1559.5322	18572	316.6128	526.0203	141	247.8245	5880132	0.3986	2.509	1342.5736	1600.4366	391	247.8245	658	1489	625.4762	171.4101	604	54.0833	931334	0.6808	1.4689	1409.134	1559.5322	18572	93.6208	181.682	23	247.8245	1738726	0.3986	2.509	1342.5736	1600.4366	97	247.8245	4589
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1735	1701.2692	314.0528	1693	54.3783	2951702	0.7819	1.279	1341.1859	1464.9882	16590	334.6201	511.2069	142	203.7891	5551348	0.5937	1.6842	1300.1671	1509.6538	359	203.7891	638	1735	548.6409	141.6847	553	54.3783	951892	0.7819	1.279	1341.1859	1464.9882	16590	111.9021	170.6197	52	203.7891	1856456	0.5937	1.6842	1300.1671	1509.6538	96	203.7891	5340
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1071	2891.3511	555.26	2889	46.3249	3096637	0.6875	1.4545	1449.824	1636.3254	10210	485.0796	874.162	155	195.4891	4952663	0.4331	2.3088	1397.6341	1659.0972	416	195.4891	667	1071	580.1802	147.853	593	46.3249	621373	0.6875	1.4545	1449.824	1636.3254	10210	115.5509	180.9234	50	195.4891	1179775	0.4331	2.3088	1397.6341	1659.0972	79	195.4891	4476
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1255	2608.1331	475.2528	2517	44.4185	3273207	0.8541	1.1708	1389.2649	1815.2904	31856	252.8753	503.7941	137	297.6995	8055597	0.5054	1.9785	1306.8252	1766.0945	491	297.6995	746	1255	618.208	153.6088	632	44.4185	775851	0.8541	1.1708	1389.2649	1815.2904	31856	49.442	128.5309	7	297.6995	1575024	0.5054	1.9785	1306.8252	1766.0945	74	297.6995	5705
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1303	2647.792	578.1885	2661	47.8539	3450073	0.8264	1.2101	1373.2291	1884.1239	10338	508.5997	861.3859	153	216.1712	5257904	0.3219	3.1065	1312.5994	1862.8579	471	216.1712	756	1303	459.848	122.2991	461	47.8539	599182	0.8264	1.2101	1373.2291	1884.1239	10338	101.2075	154.4722	43	216.1712	1046283	0.3219	3.1065	1312.5994	1862.8579	77	216.1712	3919
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1407	2477.5466	456.7341	2440	48.0104	3485908	0.8187	1.2214	1330.2079	1959.537	8355	611.67	890.4641	176	169.5936	5110503	0.5237	1.9094	1311.1358	1949.8968	499	169.5936	677	1407	333.8593	83.4509	337	48.0104	469740	0.8187	1.2214	1330.2079	1959.537	8355	114.0998	113.7538	72	169.5936	953304	0.5237	1.9094	1311.1358	1949.8968	151	169.5936	449
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1772	2003.9323	260.4934	2009	53.7587	3550968	0.8157	1.2259	1239.8792	1994.2607	15151	410.0662	613.0308	160	260.9464	6212913	0.3612	2.7689	1238.9507	1953.5603	573	260.9464	880	1772	750.0085	167.1292	772	53.7587	1329015	0.8157	1.2259	1239.8792	1994.2607	15151	165.6477	237.5599	88	260.9464	2509729	0.3612	2.7689	1238.9507	1953.5603	123	260.9464	8048
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1380	2003.3101	351.9726	1992	54.3323	2764568	0.6094	1.6409	1884.792	1431.279	17674	306.437	532.2017	136	211.6247	5415968	0.5687	1.7584	1952.8098	1421.0865	375	211.6247	511	1380	496.4739	135.4697	499	54.3323	685134	0.6094	1.6409	1884.792	1431.279	17674	73.2957	147.4089	5	211.6247	1295429	0.5687	1.7584	1952.8098	1421.0865	144	211.6247	3158
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1891	2204.4886	434.1254	2165	53.6004	4168688	0.8718	1.1471	1848.7644	1368.6465	6781	821.2393	942.8403	199	157.8765	5568824	0.5084	1.9671	1852.0374	1367.789	175	157.8765	4894	1891	593.1941	161.4932	612	53.6004	1121730	0.8718	1.1471	1848.7644	1368.6465	6781	274.949	231.1783	175	157.8765	1864429	0.5084	1.9671	1852.0374	1367.789	144	157.8765	4611
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1056	2337.5331	406.2322	2300	42.5793	2468435	0.7805	1.2813	1874.0009	1305.8987	5663	650.4143	890.098	176	156.157	3683296	0.3946	2.5341	1894.7292	1317.8701	445	156.157	513	1056	683.5085	177.7577	704	42.5793	721785	0.7805	1.2813	1874.0009	1305.8987	5663	244.8547	248.9166	172	156.157	1386612	0.3946	2.5341	1894.7292	1317.8701	172	156.157	3347
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1034	2414.911	433.1833	2410	43.9318	2497018	0.7087	1.411	1914.9052	1261.0948	13123	341.4476	651.0391	130	188.8624	4480817	0.5039	1.9847	1976.6394	1297.8943	385	188.8624	541	1034	691.1905	204.3463	725	43.9318	714691	0.7087	1.411	1914.9052	1261.0948	13123	100.377	206.3692	9	188.8624	1317248	0.5039	1.9847	1976.6394	1297.8943	147	188.8624	2834
/Users/Remi/Dropbox/1_WORK/2015/4_PROJECTS/1_SOFTWARE/IMAGEJ_LIB/CELL SIGNALING ANALYSIS/2_CLASSIFY_BORDERCELLS/LOGISTIC REGRESSION/TRAINING DATA/BORDER	20170116_t60_ctrl20	EDGE	1723	1248.6483	271.7523	1231	60.0333	2151421	0.5997	1.6675	1982.5708	1165.5569	11555	350.0205	439.2077	141	180.8674	4044487	0.5987	1.6703	2007.9361	1193.3111	398	180.8674	972	1723	308.1637	93.9451	309	60.0333	530966	0.5997	1.6675	1982.5708	1165.5569	11555	116.9392	123.3291	84	180.8674	1351232	0.5987	1.6703	2007.9361	1193.3111	121	180.8674	5600
